ID,Date,Long,Lat,Price
372,22/10/2008 00:00,-0.223114,51.6487,440000
373,31/07/2008 00:00,0.073725,51.5825,164000
374,01/02/2008 00:00,-0.07333,51.4651,355000
375,18/04/2008 00:00,-0.188829,51.4908,843000
376,28/01/2008 00:00,-0.39783,51.5832,425000
377,20/08/2008 00:00,0.070628,51.4304,310000
378,01/10/2008 00:00,-0.057274,51.6408,200000
379,27/06/2008 00:00,-0.370891,51.4662,235800
380,05/12/2008 00:00,-0.112498,51.4492,249950
381,27/11/2008 00:00,-0.156097,51.5412,2344000
382,05/02/2008 00:00,-0.145621,51.4895,295000
383,07/03/2008 00:00,-0.002449,51.5899,250000
384,28/03/2008 00:00,-7.55729,49.7667,400000
385,12/12/2008 00:00,0.031823,51.4066,250000
386,10/10/2008 00:00,-0.289545,51.4243,320000
387,24/09/2008 00:00,-0.272865,51.4783,630000
388,31/01/2008 00:00,0.000983,51.4587,188000
389,23/05/2008 00:00,0.038097,51.5256,222000
390,25/04/2008 00:00,-0.188067,51.458,769250
391,18/02/2008 00:00,-0.172394,51.4165,230000
392,27/06/2008 00:00,0.043635,51.4741,195000
393,26/02/2008 00:00,-0.31251,51.552,130500
394,22/08/2008 00:00,-0.119461,51.4654,214000
395,29/02/2008 00:00,0.102098,51.567,200000
396,08/10/2008 00:00,-0.104701,51.6455,678000
397,10/01/2008 00:00,-0.475021,51.5384,266250
398,04/02/2008 00:00,-0.199263,51.525,312500
399,23/05/2008 00:00,-0.274504,51.4833,820000
400,20/02/2008 00:00,-0.019235,51.6146,295000
401,11/12/2008 00:00,-0.027599,51.4154,179000
402,07/11/2008 00:00,-0.138339,51.5643,245000
403,13/05/2008 00:00,-0.30012,51.4017,409950
404,08/04/2008 00:00,-0.057349,51.5061,190000
405,07/07/2008 00:00,-0.163688,51.5543,549950
406,04/02/2008 00:00,-0.069705,51.463,336000
407,08/09/2008 00:00,0.05548,51.5178,166000
408,18/01/2008 00:00,-0.334552,51.4239,620000
409,12/11/2008 00:00,-7.55729,49.7667,560000
410,15/05/2008 00:00,-0.058191,51.4687,280000
411,29/02/2008 00:00,-0.14127,51.4194,202350
412,14/03/2008 00:00,-0.150682,51.3558,339950
413,29/05/2008 00:00,-7.55729,49.7667,230000
414,01/02/2008 00:00,-0.093032,51.4369,140000
415,07/08/2008 00:00,0.056063,51.5506,185250
416,02/05/2008 00:00,-0.057234,51.4132,149995
417,10/06/2008 00:00,-0.352014,51.5553,282500
418,18/12/2008 00:00,-7.55729,49.7667,205000
419,06/06/2008 00:00,0.103025,51.5596,266827
420,25/07/2008 00:00,-0.006194,51.4621,295500
421,28/05/2008 00:00,0.073685,51.5733,310000
422,04/04/2008 00:00,-0.200998,51.3663,310000
423,04/04/2008 00:00,0.043614,51.6079,168000
424,30/09/2008 00:00,0.094661,51.4859,195000
425,24/10/2008 00:00,0.163003,51.4501,210000
426,21/02/2008 00:00,-0.348597,51.5318,181000
427,23/12/2008 00:00,0.032713,51.5937,280000
428,31/10/2008 00:00,-0.150672,51.4312,250000
429,04/12/2008 00:00,-0.016754,51.5844,195000
430,24/01/2008 00:00,-0.000309,51.3639,387500
431,28/03/2008 00:00,0.000923,51.3737,477500
432,14/10/2008 00:00,0.216664,51.558,220000
433,15/02/2008 00:00,0.139306,51.4789,246000
434,14/03/2008 00:00,-0.018934,51.4099,200000
435,21/01/2008 00:00,0.080501,51.563,115000
436,25/04/2008 00:00,0.087616,51.5363,200000
437,23/01/2008 00:00,-0.282428,51.4084,280000
438,10/04/2008 00:00,-0.322741,51.5856,320000
439,22/05/2008 00:00,-0.190429,51.5449,355000
440,14/05/2008 00:00,-0.142694,51.4899,2900000
441,12/12/2008 00:00,-0.420243,51.4337,197500
442,29/10/2008 00:00,-0.190963,51.4168,475000
443,11/08/2008 00:00,-0.095602,51.3921,211000
444,01/02/2008 00:00,-0.041934,51.3495,161000
445,06/08/2008 00:00,-7.55729,49.7667,265080
446,21/08/2008 00:00,-7.55729,49.7667,340000
447,03/04/2008 00:00,-0.371771,51.6047,675000
448,14/04/2008 00:00,-0.089326,51.547,982500
449,06/06/2008 00:00,-0.35056,51.4543,248000
450,27/06/2008 00:00,-0.099237,51.4556,305000
451,28/11/2008 00:00,-0.048736,51.6633,230000
452,09/09/2008 00:00,-0.012499,51.5813,250000
453,28/10/2008 00:00,-0.157622,51.5016,350000
454,18/03/2008 00:00,0.011937,51.5139,264000
455,03/10/2008 00:00,-0.054629,51.505,380000
456,23/12/2008 00:00,-0.431769,51.6107,225000
457,14/11/2008 00:00,-0.160389,51.4472,975000
458,28/03/2008 00:00,-7.55729,49.7667,355000
459,22/08/2008 00:00,0.010501,51.4011,308000
460,17/10/2008 00:00,-0.159182,51.4289,250000
461,06/02/2008 00:00,0.045803,51.4698,427500
